,Unnamed: 0,age_certification,description,genres,id,imdb_id,imdb_score,imdb_votes,production_countries,release_year,runtime,seasons,title,tmdb_id,tmdb_popularity,tmdb_score,type,budget,revenue,winst
874,929,PG-13,"Rani, a 24-year-old homely girl, decides to go on her honeymoon alone when her fiancé calls off the wedding. Traveling around Europe, she finds joy, makes friends, and gains new-found independence.","['comedy', 'drama']",tm156811,tt3322420,8.1,65418.0,['IN'],2014,146,,Queen,247645,8.434,7.4,MOVIE,1900000.0,17000000.0,15100000.0
889,996,,"Bauji resists his daughter's request to let her marry the man she loves as the villagers incessantly shame him. However, his opinion changes after he meets him and he decides to change his viewpoint.","['drama', 'comedy']",tm158302,tt3614516,8.0,11330.0,['IN'],2014,104,,Ankhon Dekhi,241882,4.013,6.9,MOVIE,800000.0,187000.0,-613000.0
890,660,PG-13,"As an epidemic of a lethal airborne virus - that kills within days - rapidly grows, the worldwide medical community races to find a cure and control the panic that spreads faster than the virus itself.","['drama', 'thriller', 'scifi', 'action']",tm158304,tt1598778,6.8,301531.0,"['AE', 'US']",2011,106,,Contagion,39538,33.992,6.6,MOVIE,60000000.0,137551594.0,77551594.0
892,1017,PG,"Based on the story of a notorious real-life con man, this twisty Bollywood thriller revolves around cunning fraudster Raja Natwarlal, who pulls off a series of two-bit scams in Mumbai on his way to a big swindle. A small-time con man wants to get into the big leagues and take on a Goliath in the world of scams.","['thriller', 'crime']",tm158546,tt3483712,6.1,4311.0,['IN'],2014,141,,Raja Natwarlal,287859,2.473,6.6,MOVIE,5.0,4.0,-1.0
894,94,R,"Two homicide detectives are on a desperate hunt for a serial killer whose crimes are based on the ""seven deadly sins"" in this dark and haunting film that takes viewers from the tortured remains of one victim to the next. The seasoned Det. Sommerset researches each sin in an effort to get inside the killer's mind, while his novice partner, Mills, scoffs at his efforts to unravel the case.","['crime', 'thriller', 'drama']",tm15897,tt0114369,8.6,1606270.0,['US'],1995,127,,Se7en,807,51.633,8.352,MOVIE,33000000.0,327311859.0,294311859.0
896,1107,,"Indran suffers from narcolepsy, a sleep disorder that makes him fall asleep at the slightest excitement. He meets Meera and they fall in love but one night, they are attacked by unknown persons. Indran panics and goes into sleep, while Meera is raped. Indran must rely hard on his wits to find the assailants and overcome his condition get his revenge.","['drama', 'action', 'thriller']",tm159094,tt3569788,6.5,1092.0,['IN'],2014,161,,Naan Sigappu Manithan,240865,2.416,6.4,MOVIE,1200000.0,2800000.0,1600000.0
907,676,PG,"The true story of teen surfer Bethany Hamilton, who lost her arm in a shark attack and courageously overcame all odds to become a champion again, through her sheer determination and unwavering faith.","['drama', 'family', 'sport']",tm160132,tt1596346,7.0,49599.0,['US'],2011,106,,Soul Surfer,43959,42.736,7.1,MOVIE,18000000.0,47088990.0,29088990.0
909,707,R,"Six years have elapsed since Guantanamo Bay, leaving Harold and Kumar estranged from one another with very different families, friends and lives. But when Kumar arrives on Harold's doorstep during the holiday season with a mysterious package in hand, he inadvertently burns down Harold's father-in-law's beloved Christmas tree. To fix the problem, Harold and Kumar embark on a mission through New York City to find the perfect Christmas tree, once again stumbling into trouble at every single turn.","['comedy', 'fantasy', 'romance']",tm160371,tt1268799,6.2,69562.0,['US'],2011,108,,A Very Harold & Kumar Christmas,55465,17.242,6.0,MOVIE,19000000.0,36192775.0,17192775.0
911,849,R,"Paranormal investigators Ed and Lorraine Warren work to help a family terrorized by a dark presence in their farmhouse. Forced to confront a powerful entity, the Warrens find themselves caught in the most terrifying case of their lives.","['horror', 'thriller']",tm160621,tt1457767,7.5,496484.0,['US'],2013,112,,The Conjuring,138843,221.925,7.533,MOVIE,13000000.0,319494638.0,306494638.0
912,393,R,"In Seattle, detective Quentin Conners is unfairly suspended and his partner Jason York leaves the police force after a tragic shooting on Pearl Street Bridge, when the hostage and the criminal die. During a bank heist with a hostage situation, Conners is assigned in charge of the operation with the rookie Shane Dekker as his partner. The thieves, lead by Lorenz, apparently do not steal a penny from the bank. While chasing the gangsters, the police team disclose that they planted a virus in the system, stealing one billion dollars from the different accounts, using the principle of the Chaos Theory. Further, they find that Lorenz is killing his accomplices.","['crime', 'drama', 'action', 'thriller', 'european']",tm160800,tt0402910,6.4,54900.0,"['CA', 'GB', 'US']",2005,106,,Chaos,5289,17.029,6.3,MOVIE,30000000.0,7000000.0,-23000000.0
913,894,PG,"A young boy and his dog, who happens to have a genius-level IQ, spring into action when their time-machine is stolen and moments in history begin to be changed.","['action', 'family', 'animation', 'romance', 'comedy', 'fantasy', 'history', 'scifi']",tm161029,tt0864835,6.8,69669.0,['US'],2014,92,,Mr. Peabody & Sherman,82703,37.533,6.7,MOVIE,145000000.0,272912430.0,127912430.0
914,340,PG-13,"After a group of biologists discovers a huge network of unexplored caves in Romania and, believing it to be an undisturbed eco-system that has produced a new species, they hire the best American team of underwater cave explorers in the world. While exploring deeper into the underwater caves, a rockslide blocks their exit, and they soon discover a larger carnivorous creature has added them to its food chain.","['horror', 'thriller', 'action', 'scifi', 'european']",tm161263,tt0402901,5.1,38734.0,"['DE', 'US']",2005,97,,The Cave,9042,13.695,5.3,MOVIE,30000000.0,33296457.0,3296457.0
915,876,PG,"Skipper, Kowalski, Rico and Private join forces with undercover organization The North Wind to stop the villainous Dr. Octavius Brine from destroying the world as we know it.","['family', 'animation', 'action', 'comedy', 'scifi']",tm161282,tt1911658,6.6,89930.0,['US'],2014,92,,Penguins of Madagascar,270946,92.315,6.505,MOVIE,132000000.0,373552094.0,241552094.0
916,874,R,"A group of student activists travel from New York City to the Amazon to save the rainforest.  However, once they arrive in this vast green landscape, they soon discover that they are not alone… and that no good deed goes unpunished.","['thriller', 'horror']",tm161525,tt2403021,5.3,44016.0,"['US', 'CA', 'CL']",2013,100,,The Green Inferno,171424,32.224,5.7,MOVIE,5000000.0,12666449.0,7666449.0
924,862,PG-13,"After experiencing a traumatic misfortune, Jasmine French, a wealthy woman from New York, moves to San Francisco to live with her foster sister Ginger and the firm purpose of getting a new life, but she will be haunted by anxiety and memories of the past.","['drama', 'comedy', 'european']",tm163686,tt2334873,7.3,201749.0,['US'],2013,99,,Blue Jasmine,160588,11.254,7.0,MOVIE,18000000.0,99206215.0,81206215.0
926,717,,"An honest, small town cop is transferred to a big city that is controlled by a crime boss that he had once humiliated.","['drama', 'action', 'crime']",tm164353,tt1948150,6.8,16827.0,['IN'],2011,135,,Singham,70590,7.066,6.7,MOVIE,3062000.0,25034000.0,21972000.0
927,494,PG-13,"Kishanlal marries the beautiful Lachchi, but the day after the wedding, he leaves on business for five years. When Kishanlal reappears only a few days later, Lachchi is delighted, but this new Kishanlal is in fact a spirit who has taken the form of Lachchi's husband, after having seen her by chance and fallen in love with her. Four years later, the real Kishanlal returns and the townsfolk must determine who is who.","['romance', 'drama', 'fantasy', 'comedy']",tm164389,tt0451850,6.3,13263.0,['IN'],2005,141,,Paheli,33081,6.607,6.3,MOVIE,4900000.0,11000000.0,6100000.0
928,388,,"After winning his first competition, Takumi focuses his attention on drift racing, a sport he has unknowingly perfected while delivering tofu in his father's Toyota AE86.","['crime', 'thriller', 'drama', 'action', 'animation', 'romance', 'comedy']",tm164557,tt5320634,6.3,8678.0,"['JP', 'HK']",2005,107,,Initial D,16411,18.607,6.7,MOVIE,1549000.0,7096000.0,5547000.0
933,343,PG-13,"Sarah Huttinger's return home with her fiance convinces her that the sedate, proper, country-club lifestyle of her family isn't for her – and that maybe the Huttinger family isn't even hers – as she uncovers secrets that suggest the Huttingers are neither sedate nor proper.","['romance', 'comedy', 'drama']",tm165593,tt0398375,5.5,58247.0,"['DE', 'US']",2005,97,,Rumor Has It...,2800,13.521,5.6,MOVIE,70000000.0,88933562.0,18933562.0
935,522,PG,"Roy is a professional conman, who has raised his work to the level of an art. The only true thing he has is his love for Simmi someone who is so rooted, honest and sincere, that he can't bring himself to tell her the reality of who he is. But when his past catches up with him, she cannot forgive him for the deceit their relationship is built on. He loses her forever. That's when Aditya Srivastav enters the picture. He is the counterpoint to everything that Roy is as frantic as Roy is calm, as dumb as Roy is smart, as messy and untidy as Roy is smooth. They have only one thing in common. Aditya is a conman too. At least he thinks of himself as one. In Roy's book, he's an embarrassment. But one that won't go away!","['drama', 'comedy', 'romance', 'thriller', 'crime']",tm165809,tt0476527,6.6,6370.0,['IN'],2005,137,,Bluffmaster!,19620,4.763,5.8,MOVIE,1823152.0,7133082.0,5309930.0
936,872,PG-13,A chronicle of Nelson Mandela's life journey from his childhood in a rural village through to his inauguration as the first democratically elected president of South Africa.,"['drama', 'history']",tm165967,tt2304771,7.1,27866.0,"['GB', 'ZA']",2013,141,,Mandela: Long Walk to Freedom,192136,7.715,6.9,MOVIE,35000000.0,27333835.0,-7666165.0
938,915,PG,"The evil wizard Gargamel creates a couple of mischievous Smurf-like creatures called the Naughties that he hopes will let him harness the all-powerful, magical Smurf-essence. But when he discovers that only a real Smurf can give him what he wants, and only a secret spell that Smurfette knows can turn the Naughties into real Smurfs, Gargamel kidnaps Smurfette and brings her to Paris, where he has been winning the adoration of millions as the world¹s greatest sorcerer. It's up to Papa, Clumsy, Grouchy, and Vanity to return to our world, reunite with their human friends Patrick and Grace Winslow, and rescue her! Will Smurfette, who has always felt different from the other Smurfs, find a new connection with the Naughties Vexy and Hackus or will the Smurfs convince her that their love for her is True Blue?","['comedy', 'animation', 'fantasy', 'family']",tm166628,tt2017020,5.3,42011.0,['US'],2013,105,,The Smurfs 2,77931,32.819,5.8,MOVIE,105000000.0,347434178.0,242434178.0
944,646,PG-13,"Ethan Hunt and his team are racing against time to track down a dangerous terrorist named Hendricks, who has gained access to Russian nuclear launch codes and is planning a strike on the United States. An attempt to stop him ends in an explosion causing severe destruction to the Kremlin and the IMF to be implicated in the bombing, forcing the President to disavow them. No longer being aided by the government, Ethan and his team chase Hendricks around the globe, although they might still be too late to stop a disaster.","['thriller', 'action']",tm166978,tt1229238,7.4,485301.0,['US'],2011,132,,Mission: Impossible - Ghost Protocol,56292,76.839,7.0,MOVIE,145000000.0,694713380.0,549713380.0
946,678,PG-13,"A man awakens from a coma, only to discover that someone has taken on his identity and that no one, (not even his wife), believes him. With the help of a young woman, he sets out to prove who he is.","['thriller', 'action', 'european']",tm167232,tt1401152,6.8,260783.0,"['GB', 'FR', 'DE']",2011,113,,Unknown,48138,63.884,6.7,MOVIE,30000000.0,130786397.0,100786397.0
951,875,R,"After failing to get into the police academy, Chris Potamitis settles for a security guard job with an armoured truck company. After he makes the mistake of mentioning the company's lax security to his best friend, He's unwittingly drawn into an elaborate scheme to rob the abundant amounts of cash being stored on their premises—resulting in the largest cash heist in U.S.history.","['action', 'drama', 'crime', 'thriller', 'european']",tm168400,tt2171867,5.2,21538.0,['US'],2013,94,,Empire State,169209,39.273,5.4,MOVIE,11000000.0,3639345.0,-7360655.0
952,978,,"When an illicit arms deal goes bad, North Korean spy Pyo Jong-seong finds himself targeted not just by the South Koreans but also his own bosses.","['action', 'thriller']",tm168685,tt2357377,6.6,7198.0,['KR'],2013,120,,The Berlin File,160704,7.911,6.7,MOVIE,9000000.0,48965210.0,39965210.0
954,675,PG,"When the evil wizard Gargamel chases the tiny blue Smurfs out of their village, they tumble from their magical world and into ours -- in fact, smack dab in the middle of Central Park. Just three apples high and stuck in the Big Apple, the Smurfs must find a way to get back to their village before Gargamel tracks them down.","['animation', 'family', 'action', 'comedy', 'fantasy']",tm168921,tt0472181,5.4,90097.0,['US'],2011,103,,The Smurfs,41513,56.324,5.8,MOVIE,110000000.0,563749323.0,453749323.0
961,858,PG-13,"The powerful story of Jackie Robinson, the legendary baseball player who broke Major League Baseball’s color barrier when he joined the roster of the Brooklyn Dodgers. The film follows the innovative Dodgers’ general manager Branch Rickey, the MLB executive who first signed Robinson to the minors and then helped to bring him up to the show.","['drama', 'sport']",tm169719,tt0453562,7.5,94520.0,['US'],2013,128,,42,109410,18.267,7.1,MOVIE,40000000.0,95020213.0,55020213.0
962,297,PG-13,"Shortly after David Abbott moves into his new San Francisco digs, he has an unwelcome visitor on his hands: winsome Elizabeth Martinson, who asserts that the apartment is hers -- and promptly vanishes. When she starts appearing and disappearing at will, David thinks she's a ghost, while Elizabeth is convinced she's alive.","['romance', 'drama', 'comedy', 'fantasy']",tm169949,tt0425123,6.7,108029.0,['US'],2005,95,,Just Like Heaven,9007,17.486,6.9,MOVIE,58000000.0,102854431.0,44854431.0
965,650,R,A thriller that revolves around the key people at an investment bank over a 24-hour period during the early stages of the financial crisis.,"['thriller', 'drama']",tm170442,tt1615147,7.1,128874.0,['US'],2011,107,,Margin Call,50839,14.851,6.8,MOVIE,3500000.0,19504039.0,16004039.0
966,704,PG,"E.B., the Easter Bunny's teenage son, heads to Hollywood, determined to become a drummer in a rock 'n' roll band. In L.A., he's taken in by Fred after the out-of-work slacker hits E.B. with his car.","['animation', 'comedy', 'family', 'fantasy']",tm170758,tt1411704,5.4,34363.0,['US'],2011,101,,Hop,50359,19.141,5.7,MOVIE,63000000.0,183953723.0,120953723.0
968,879,R,"Jordan Turner is an experienced 911 operator but when she makes an error in judgment and a call ends badly, Jordan is rattled and unsure if she can continue. But when teenager Casey Welson is abducted in the back of a man's car and calls 911, Jordan is the one called upon to use all of her experience, insights and quick thinking to help Casey escape, and not just to save her, but to make sure the man is brought to justice.","['thriller', 'crime', 'drama', 'horror', 'action', 'european']",tm171042,tt1911644,6.7,121843.0,['US'],2013,94,,The Call,158011,41.764,6.8,MOVIE,13000000.0,68572378.0,55572378.0
969,891,R,"Trip, a young roadie for Metallica, is sent on an urgent mission during the band's show. But what seems like a simple assignment turns into a surreal adventure.",['music'],tm171228,tt2172935,7.1,17513.0,['US'],2013,93,,Metallica: Through the Never,193613,14.231,6.8,MOVIE,18000000.0,7972967.0,-10027033.0
970,659,PG,"Po is now living his dream as The Dragon Warrior, protecting the Valley of Peace alongside his friends and fellow kung fu masters, The Furious Five - Tigress, Crane, Mantis, Viper and Monkey. But Po’s new life of awesomeness is threatened by the emergence of a formidable villain, who plans to use a secret, unstoppable weapon to conquer China and destroy kung fu. It is up to Po and The Furious Five to journey across China to face this threat and vanquish it. But how can Po stop a weapon that can stop kung fu? He must look to his past and uncover the secrets of his mysterious origins; only then will he be able to unlock the strength he needs to succeed.","['animation', 'family', 'comedy', 'fantasy', 'drama', 'action']",tm171885,tt1302011,7.2,280433.0,['US'],2011,90,,Kung Fu Panda 2,49444,69.551,6.9,MOVIE,150000000.0,665692281.0,515692281.0
971,1091,,"When a temple priest commits suicide after being dishonored by an evil landlord, his son returns to his native village on a mission of vengeance.","['comedy', 'drama', 'action']",tm171891,tt2344678,1.7,8648.0,['IN'],2013,150,,Himmatwala,180680,0.6,3.3,MOVIE,9500000.0,6800000.0,-2700000.0
980,242,PG-13,"Ray Ferrier is a divorced dockworker and less-than-perfect father. Soon after his ex-wife and her new husband drop off his teenage son and young daughter for a rare weekend visit, a strange and powerful lightning storm touches down.","['action', 'thriller', 'scifi']",tm172683,tt0407304,6.5,444229.0,['US'],2005,117,,War of the Worlds,74,36.989,6.474,MOVIE,132000000.0,603873119.0,471873119.0
